Alpha,LName,fName,mName,company,platoon,squad,dutySection,roomNumber_id,phoneNumber,weekends,weekendsComment,CQPR,SQPR,performanceGrade,conductGrade,PRT,,,,,,
141662,DETCHON,ROBERT,,30,2,2,2,,1111111976,16,,3,3,B,B,90,"('141662','DETCHON','ROBERT','','30','2','2','2','','1111111976','16','','3','3','B','B','90'),",,,,,
141668,DIPIETRO,JOSEPH,,30,3,3,3,,1111111977,16,,3,3,C,C,90,"('141668','DIPIETRO','JOSEPH','','30','3','3','3','','1111111977','16','','3','3','C','C','90'),",,,,,
141908,EDWARDS,ANDREW,,30,4,1,4,,1111111978,16,,3,3,A,A,90,"('141908','EDWARDS','ANDREW','','30','4','1','4','','1111111978','16','','3','3','A','A','90'),",,,,,
142130,FORTNER,ERIN,,30,1,2,5,,1111111979,16,,3,3,B,B,90,"('142130','FORTNER','ERIN','','30','1','2','5','','1111111979','16','','3','3','B','B','90'),",,,,,
142256,FUGLEBERG,ERIC,,30,2,3,6,,1111111980,16,,3,3,C,C,90,"('142256','FUGLEBERG','ERIC','','30','2','3','6','','1111111980','16','','3','3','C','C','90'),",,,,,
142646,GROVE,BENJAMIN,,30,3,1,7,,1111111981,16,,3,3,A,A,90,"('142646','GROVE','BENJAMIN','','30','3','1','7','','1111111981','16','','3','3','A','A','90'),",,,,,
142862,HENSHAW,KELSEY,,30,4,2,8,,1111111982,16,,3,3,B,B,90,"('142862','HENSHAW','KELSEY','','30','4','2','8','','1111111982','16','','3','3','B','B','90'),",,,,,
143150,JACKSON,ANDREAS,,30,1,3,1,,1111111983,16,,3,3,C,C,90,"('143150','JACKSON','ANDREAS','','30','1','3','1','','1111111983','16','','3','3','C','C','90'),",,,,,
143216,JESSEN,ERICA,,30,2,1,2,,1111111984,16,,3,3,A,A,90,"('143216','JESSEN','ERICA','','30','2','1','2','','1111111984','16','','3','3','A','A','90'),",,,,,
143570,KLASINSKI,JOHNHENRY,,30,3,2,3,,1111111985,16,,3,3,B,B,90,"('143570','KLASINSKI','JOHNHENRY','','30','3','2','3','','1111111985','16','','3','3','B','B','90'),",,,,,
143804,LEWIS,KELLEN,,30,4,3,4,,1111111986,16,,3,3,C,C,90,"('143804','LEWIS','KELLEN','','30','4','3','4','','1111111986','16','','3','3','C','C','90'),",,,,,
143966,LOWMAN,CHRISTOPHER,,30,1,1,5,,1111111987,16,,3,3,A,A,90,"('143966','LOWMAN','CHRISTOPHER','','30','1','1','5','','1111111987','16','','3','3','A','A','90'),",,,,,
143990,LUBER,CLIFTON,,30,2,2,6,,1111111988,16,,3,3,B,B,90,"('143990','LUBER','CLIFTON','','30','2','2','6','','1111111988','16','','3','3','B','B','90'),",,,,,
144194,LOCKLEAR,ADAM,,30,3,3,7,,1111111989,16,,3,3,C,C,90,"('144194','LOCKLEAR','ADAM','','30','3','3','7','','1111111989','16','','3','3','C','C','90'),",,,,,
144734,MURPHY,SEAN,,30,4,1,8,,1111111990,16,,3,3,A,A,90,"('144734','MURPHY','SEAN','','30','4','1','8','','1111111990','16','','3','3','A','A','90'),",,,,,
144830,NGUYEN,MARCUS,,30,1,2,1,,1111111991,16,,3,3,B,B,90,"('144830','NGUYEN','MARCUS','','30','1','2','1','','1111111991','16','','3','3','B','B','90'),",,,,,
144836,NGUYEN,VICTOR,,30,2,3,2,,1111111992,16,,3,3,C,C,90,"('144836','NGUYEN','VICTOR','','30','2','3','2','','1111111992','16','','3','3','C','C','90'),",,,,,
145130,PATEL,SAHIL,,30,3,1,3,,1111111993,16,,3,3,A,A,90,"('145130','PATEL','SAHIL','','30','3','1','3','','1111111993','16','','3','3','A','A','90'),",,,,,
145166,PEAU,ARLETTA,,30,4,2,4,,1111111994,16,,3,3,B,B,90,"('145166','PEAU','ARLETTA','','30','4','2','4','','1111111994','16','','3','3','B','B','90'),",,,,,
145376,POLLINGER,KARA,,30,1,3,5,,1111111995,16,,3,3,C,C,90,"('145376','POLLINGER','KARA','','30','1','3','5','','1111111995','16','','3','3','C','C','90'),",,,,,
145400,POULIN,KATHERINE,,30,2,1,6,,1111111996,16,,3,3,A,A,90,"('145400','POULIN','KATHERINE','','30','2','1','6','','1111111996','16','','3','3','A','A','90'),",,,,,
145454,PRICE,SEAN,,30,3,2,7,,1111111997,16,,3,3,B,B,90,"('145454','PRICE','SEAN','','30','3','2','7','','1111111997','16','','3','3','B','B','90'),",,,,,
145604,REED,THOMAS,,30,4,3,8,,1111111998,16,,3,3,C,C,90,"('145604','REED','THOMAS','','30','4','3','8','','1111111998','16','','3','3','C','C','90'),",,,,,
145982,SARGENTI,DANIEL,,30,1,1,1,,1111111999,16,,3,3,A,A,90,"('145982','SARGENTI','DANIEL','','30','1','1','1','','1111111999','16','','3','3','A','A','90'),",,,,,
146030,SCHELSKE,GAVIN,,30,2,2,2,,1111112000,16,,3,3,B,B,90,"('146030','SCHELSKE','GAVIN','','30','2','2','2','','1111112000','16','','3','3','B','B','90'),",,,,,
146312,SMISSON,KATHERINE,,30,3,3,3,,1111112001,16,,3,3,C,C,90,"('146312','SMISSON','KATHERINE','','30','3','3','3','','1111112001','16','','3','3','C','C','90'),",,,,,
146330,SMITH,JAMES,,30,4,1,4,,1111112002,16,,3,3,A,A,90,"('146330','SMITH','JAMES','','30','4','1','4','','1111112002','16','','3','3','A','A','90'),",,,,,
147044,WARD,BRANDON,,30,1,2,5,,1111112003,16,,3,3,B,B,90,"('147044','WARD','BRANDON','','30','1','2','5','','1111112003','16','','3','3','B','B','90'),",,,,,
147290,WILSON,JOHN,,30,2,3,6,,1111112004,16,,3,3,C,C,90,"('147290','WILSON','JOHN','','30','2','3','6','','1111112004','16','','3','3','C','C','90'),",,,,,
147332,WOHAR,NICHOLAS,,30,3,1,7,,1111112005,16,,3,3,A,A,90,"('147332','WOHAR','NICHOLAS','','30','3','1','7','','1111112005','16','','3','3','A','A','90'),",,,,,
147500,ZIEMSKI,BENJAMIN,,30,4,2,8,,1111112006,16,,3,3,B,B,90,"('147500','ZIEMSKI','BENJAMIN','','30','4','2','8','','1111112006','16','','3','3','B','B','90'),",,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
,,,,,,,,,,,,,,A,A,,,,,,,
,,,,,,,,,,,,,,B,B,,,,,,,
,,,,,,,,,,,,,,C,C,,,,,,,
